Customer ID,Age,Gender,Item Purchase,Category,Location,Size,Color,Review Rate,Subscription,Shipping Type,Discount,Payment,Frequency of Purchase
290,43,Female,Shoes,Electronics,Karachi,L,Red,1,No,Express,No,Card,Monthly
291,29,Male,Bag,Accessories,Faisalabad,XL,Red,1,Yes,Express,Yes,Online,Monthly
292,31,Female,Shoes,Clothing,Lahore,S,White,1,Yes,Express,Yes,Card,Monthly
293,24,Male,Laptop,Electronics,Lahore,S,Red,5,No,Standard,No,Card,Weekly
294,38,Male,Watch,Accessories,Lahore,XL,Blue,4,No,Standard,Yes,Cash,Monthly
295,40,Male,Laptop,Accessories,Faisalabad,M,Green,4,Yes,Standard,No,Cash,Yearly
296,48,Male,Headphones,Clothing,Rawalpindi,XL,White,2,No,Express,Yes,Card,Monthly
297,47,Male,Shoes,Accessories,Rawalpindi,S,Black,4,No,Express,No,Online,Yearly
298,30,Male,Laptop,Clothing,Rawalpindi,S,White,1,Yes,Standard,No,Card,Monthly
299,42,Female,Bag,Clothing,Islamabad,XL,White,3,No,Standard,No,Online,Weekly
300,19,Male,Shoes,Clothing,Rawalpindi,M,Black,5,No,Standard,Yes,Cash,Weekly
301,42,Male,Laptop,Electronics,Karachi,S,White,1,No,Standard,Yes,Online,Weekly
302,34,Male,Watch,Clothing,Rawalpindi,M,White,3,Yes,Standard,Yes,Online,Monthly
303,52,Female,Bag,Clothing,Faisalabad,XL,Green,1,No,Standard,No,Online,Monthly
304,58,Female,Bag,Electronics,Lahore,L,Black,5,Yes,Express,No,Card,Monthly
305,44,Male,Laptop,Electronics,Karachi,M,Green,1,No,Standard,Yes,Card,Yearly
306,48,Male,Shoes,Accessories,Faisalabad,L,Blue,4,Yes,Standard,No,Card,Monthly
307,43,Male,Shirt,Accessories,Lahore,L,White,3,No,Express,No,Cash,Weekly
308,36,Male,Watch,Clothing,Faisalabad,M,Blue,4,No,Express,No,Online,Weekly
309,24,Male,Phone,Accessories,Lahore,L,Black,1,No,Standard,No,Card,Monthly
310,44,Male,Shirt,Clothing,Karachi,XL,Blue,5,Yes,Express,No,Card,Yearly
311,20,Male,Bag,Accessories,Karachi,XL,Red,3,No,Express,No,Card,Weekly
312,37,Male,Bag,Clothing,Lahore,M,White,2,Yes,Standard,No,Cash,Weekly
313,29,Male,Phone,Accessories,Islamabad,M,Red,4,Yes,Standard,Yes,Online,Yearly
314,48,Female,Shoes,Accessories,Karachi,XL,Blue,2,No,Express,No,Cash,Yearly
315,18,Female,Bag,Electronics,Islamabad,S,White,3,Yes,Standard,Yes,Cash,Weekly
316,54,Male,Headphones,Accessories,Lahore,S,Red,5,Yes,Express,Yes,Card,Yearly
317,57,Male,Laptop,Electronics,Lahore,M,Red,5,Yes,Express,Yes,Cash,Monthly
318,25,Male,Watch,Clothing,Rawalpindi,S,Green,3,Yes,Standard,Yes,Card,Weekly
319,31,Male,Watch,Accessories,Karachi,S,White,3,Yes,Standard,Yes,Cash,Monthly
320,51,Female,Watch,Clothing,Faisalabad,L,Black,2,No,Standard,No,Cash,Monthly
321,28,Male,Laptop,Electronics,Rawalpindi,XL,Black,2,Yes,Express,Yes,Card,Weekly
322,38,Male,Shoes,Electronics,Islamabad,S,Red,5,Yes,Express,Yes,Online,Yearly
323,23,Male,Bag,Electronics,Faisalabad,XL,Blue,1,Yes,Standard,Yes,Cash,Monthly
324,31,Male,Watch,Accessories,Faisalabad,M,White,3,Yes,Express,Yes,Cash,Monthly
325,25,Male,Phone,Accessories,Islamabad,M,Blue,4,Yes,Express,Yes,Cash,Weekly
326,46,Male,Shirt,Clothing,Faisalabad,XL,White,5,No,Standard,No,Cash,Weekly
327,57,Male,Laptop,Electronics,Lahore,XL,Red,5,No,Express,Yes,Online,Monthly
328,27,Female,Bag,Electronics,Lahore,XL,White,4,Yes,Standard,Yes,Card,Monthly
329,41,Male,Phone,Clothing,Islamabad,XL,Black,3,No,Standard,Yes,Card,Yearly
330,40,Female,Laptop,Accessories,Lahore,L,Black,4,No,Standard,No,Cash,Yearly
331,37,Female,Watch,Accessories,Karachi,M,Blue,4,No,Express,Yes,Card,Monthly
332,60,Male,Watch,Electronics,Rawalpindi,XL,Blue,2,Yes,Standard,No,Card,Yearly
333,42,Male,Shoes,Electronics,Lahore,S,White,2,Yes,Standard,Yes,Cash,Monthly
334,60,Female,Watch,Electronics,Faisalabad,S,Green,4,No,Standard,No,Online,Yearly
335,19,Female,Shoes,Clothing,Islamabad,S,Green,5,No,Express,No,Online,Weekly
336,59,Male,Headphones,Accessories,Faisalabad,M,Black,1,No,Standard,No,Card,Monthly
337,58,Male,Headphones,Clothing,Rawalpindi,S,White,4,No,Standard,Yes,Card,Weekly
338,39,Male,Phone,Accessories,Karachi,S,Black,4,No,Express,Yes,Cash,Monthly
339,19,Female,Phone,Electronics,Rawalpindi,M,Red,4,Yes,Express,Yes,Cash,Monthly
340,51,Female,Bag,Electronics,Rawalpindi,M,Black,3,Yes,Standard,No,Cash,Yearly
341,46,Male,Headphones,Clothing,Islamabad,M,White,5,No,Express,No,Card,Monthly
342,46,Male,Shoes,Electronics,Faisalabad,M,Black,4,No,Standard,No,Online,Weekly
343,58,Female,Shirt,Electronics,Rawalpindi,S,Red,2,Yes,Express,No,Online,Monthly
344,19,Male,Phone,Accessories,Faisalabad,M,Black,2,Yes,Standard,No,Card,Monthly
345,31,Male,Bag,Clothing,Lahore,XL,Blue,1,No,Standard,No,Online,Weekly
346,60,Female,Headphones,Clothing,Faisalabad,M,Blue,2,No,Standard,No,Online,Monthly
347,38,Female,Laptop,Accessories,Rawalpindi,M,Black,1,Yes,Standard,Yes,Card,Monthly
348,58,Male,Watch,Accessories,Rawalpindi,M,Black,1,No,Standard,Yes,Online,Yearly
349,24,Male,Shirt,Clothing,Faisalabad,S,Red,3,No,Standard,No,Cash,Yearly
350,45,Male,Headphones,Electronics,Lahore,M,Black,4,No,Express,No,Online,Monthly
351,26,Male,Watch,Electronics,Rawalpindi,S,White,3,No,Express,No,Online,Weekly
352,53,Female,Phone,Clothing,Faisalabad,M,Red,4,Yes,Standard,Yes,Card,Monthly
353,45,Male,Bag,Clothing,Rawalpindi,L,White,3,No,Express,No,Online,Yearly
354,57,Female,Watch,Accessories,Karachi,S,Black,3,Yes,Standard,Yes,Online,Yearly
355,51,Male,Bag,Electronics,Faisalabad,S,Black,5,No,Express,No,Card,Weekly
356,25,Female,Laptop,Electronics,Rawalpindi,M,Green,4,No,Express,No,Online,Monthly
357,18,Female,Watch,Accessories,Karachi,S,Green,5,Yes,Express,Yes,Card,Monthly
358,19,Male,Phone,Electronics,Lahore,M,Black,3,No,Standard,Yes,Online,Monthly
359,28,Male,Bag,Accessories,Lahore,M,Blue,2,Yes,Standard,Yes,Card,Weekly
360,21,Male,Shirt,Clothing,Islamabad,M,Green,2,No,Standard,Yes,Cash,Weekly
361,29,Female,Shirt,Accessories,Rawalpindi,L,White,4,Yes,Standard,No,Online,Weekly
362,23,Male,Laptop,Accessories,Lahore,XL,White,4,No,Standard,Yes,Cash,Weekly
363,56,Female,Phone,Accessories,Lahore,XL,Black,5,No,Standard,No,Cash,Weekly
364,51,Male,Bag,Accessories,Rawalpindi,S,Green,1,No,Standard,No,Cash,Monthly
365,28,Male,Laptop,Accessories,Karachi,M,Green,2,No,Standard,Yes,Online,Monthly
366,27,Female,Bag,Electronics,Islamabad,S,Green,3,Yes,Standard,No,Online,Weekly
367,58,Female,Bag,Electronics,Karachi,XL,Green,3,No,Standard,Yes,Cash,Yearly
368,58,Female,Bag,Accessories,Islamabad,M,Green,3,No,Express,No,Card,Weekly
369,33,Female,Laptop,Electronics,Lahore,M,Blue,2,No,Express,Yes,Card,Weekly
370,58,Male,Watch,Electronics,Rawalpindi,S,Red,2,No,Standard,No,Cash,Weekly
371,60,Male,Phone,Accessories,Karachi,XL,White,2,Yes,Express,Yes,Card,Weekly
372,39,Male,Headphones,Accessories,Lahore,S,Blue,2,No,Standard,No,Cash,Monthly
373,56,Female,Phone,Clothing,Rawalpindi,S,Blue,2,Yes,Express,No,Cash,Monthly
374,33,Female,Headphones,Accessories,Faisalabad,XL,White,5,No,Standard,Yes,Card,Yearly
375,48,Female,Laptop,Accessories,Islamabad,XL,Blue,1,No,Standard,Yes,Card,Monthly
376,35,Male,Phone,Electronics,Rawalpindi,XL,White,2,No,Standard,Yes,Online,Weekly
377,49,Female,Watch,Accessories,Lahore,L,Blue,5,No,Express,Yes,Online,Monthly
378,18,Male,Shirt,Accessories,Rawalpindi,S,Green,1,No,Standard,No,Online,Monthly
379,37,Male,Watch,Clothing,Lahore,XL,Green,1,No,Express,No,Online,Yearly
380,58,Male,Headphones,Accessories,Faisalabad,S,Black,4,Yes,Express,Yes,Online,Monthly
381,47,Male,Laptop,Clothing,Rawalpindi,S,Green,2,Yes,Express,No,Online,Yearly
382,42,Male,Laptop,Accessories,Islamabad,S,Black,5,No,Standard,No,Cash,Monthly
383,18,Male,Shirt,Electronics,Faisalabad,M,Red,3,Yes,Standard,No,Online,Yearly
384,50,Female,Headphones,Accessories,Faisalabad,S,Black,4,Yes,Standard,No,Online,Weekly
385,32,Male,Headphones,Accessories,Karachi,L,Blue,3,No,Express,No,Card,Weekly
386,40,Male,Phone,Electronics,Faisalabad,XL,Green,2,Yes,Standard,No,Online,Yearly
387,45,Female,Laptop,Clothing,Faisalabad,XL,Green,3,No,Express,Yes,Online,Weekly
388,60,Female,Shoes,Clothing,Islamabad,M,Red,3,No,Express,Yes,Card,Yearly
389,43,Female,Shirt,Clothing,Islamabad,M,Blue,3,Yes,Standard,No,Online,Yearly
390,49,Female,Watch,Accessories,Karachi,XL,Blue,5,No,Express,No,Online,Monthly
391,31,Male,Headphones,Electronics,Lahore,S,Red,1,No,Express,Yes,Online,Weekly
392,44,Female,Bag,Accessories,Karachi,M,Green,3,Yes,Standard,Yes,Online,Weekly
393,22,Male,Shoes,Clothing,Rawalpindi,M,Blue,3,Yes,Standard,Yes,Online,Weekly
394,29,Female,Shirt,Clothing,Karachi,L,Red,2,No,Standard,No,Online,Weekly
395,44,Female,Shoes,Electronics,Faisalabad,S,Red,4,No,Express,Yes,Cash,Yearly
396,24,Male,Headphones,Electronics,Islamabad,S,Red,1,No,Standard,No,Online,Monthly
397,28,Female,Phone,Electronics,Rawalpindi,XL,Black,5,Yes,Standard,No,Cash,Monthly
398,60,Female,Watch,Clothing,Rawalpindi,XL,Red,2,No,Standard,No,Card,Weekly
399,50,Male,Laptop,Clothing,Islamabad,XL,Black,3,Yes,Express,No,Cash,Weekly
400,29,Female,Shoes,Accessories,Karachi,S,Green,1,No,Standard,Yes,Cash,Weekly
401,38,Male,Laptop,Accessories,Lahore,L,Green,2,No,Standard,No,Online,Weekly
402,28,Female,Phone,Electronics,Rawalpindi,L,Black,4,No,Standard,No,Cash,Yearly
403,32,Male,Watch,Accessories,Faisalabad,S,Red,2,No,Standard,Yes,Cash,Weekly
404,39,Male,Phone,Accessories,Karachi,XL,White,5,Yes,Express,No,Cash,Monthly
405,59,Male,Laptop,Electronics,Faisalabad,M,Black,5,Yes,Standard,Yes,Online,Monthly
406,26,Female,Shoes,Accessories,Rawalpindi,XL,Red,4,Yes,Express,Yes,Online,Monthly
407,57,Female,Shoes,Electronics,Rawalpindi,XL,Black,1,Yes,Express,Yes,Online,Monthly
408,36,Male,Headphones,Electronics,Karachi,M,Blue,2,Yes,Express,Yes,Online,Weekly
409,59,Female,Shirt,Electronics,Rawalpindi,M,Black,2,Yes,Standard,Yes,Cash,Yearly
410,42,Female,Headphones,Electronics,Karachi,L,Blue,3,No,Express,Yes,Cash,Yearly
411,18,Male,Bag,Accessories,Faisalabad,S,Black,4,No,Express,Yes,Cash,Yearly
412,36,Male,Bag,Accessories,Karachi,M,Red,5,No,Standard,No,Card,Yearly
413,25,Male,Shoes,Electronics,Faisalabad,XL,White,3,No,Standard,No,Cash,Monthly
414,27,Female,Shirt,Electronics,Islamabad,M,Green,1,No,Standard,No,Card,Weekly
415,43,Male,Phone,Accessories,Rawalpindi,XL,Black,3,Yes,Express,Yes,Card,Monthly
416,44,Female,Bag,Clothing,Karachi,M,Green,1,Yes,Standard,Yes,Cash,Yearly
417,55,Male,Headphones,Electronics,Islamabad,M,Red,5,Yes,Express,Yes,Cash,Yearly
418,24,Female,Watch,Clothing,Faisalabad,L,Green,2,No,Express,Yes,Online,Monthly
419,35,Male,Watch,Clothing,Islamabad,M,White,5,No,Express,Yes,Cash,Monthly
420,22,Male,Watch,Electronics,Karachi,S,Black,3,Yes,Express,Yes,Cash,Yearly
421,58,Female,Phone,Clothing,Rawalpindi,XL,Black,5,No,Express,No,Cash,Yearly
422,43,Female,Bag,Clothing,Rawalpindi,L,Red,3,Yes,Standard,Yes,Card,Weekly
423,35,Male,Phone,Electronics,Lahore,L,Green,1,No,Express,No,Online,Monthly
424,49,Female,Phone,Electronics,Lahore,L,Red,5,Yes,Standard,Yes,Cash,Weekly
425,43,Male,Shoes,Accessories,Karachi,XL,Red,4,Yes,Standard,Yes,Cash,Yearly
426,48,Female,Laptop,Accessories,Rawalpindi,S,White,3,Yes,Standard,No,Cash,Monthly
427,44,Female,Laptop,Clothing,Lahore,M,Black,1,No,Standard,No,Online,Weekly
428,50,Male,Laptop,Clothing,Rawalpindi,S,Black,1,No,Standard,Yes,Card,Yearly
429,60,Male,Bag,Clothing,Rawalpindi,M,Blue,5,No,Standard,No,Online,Monthly
430,56,Male,Phone,Accessories,Karachi,M,Green,5,Yes,Standard,Yes,Card,Yearly
431,58,Male,Shirt,Clothing,Rawalpindi,M,Blue,4,Yes,Standard,Yes,Online,Weekly
432,43,Female,Watch,Clothing,Rawalpindi,XL,Blue,1,Yes,Standard,No,Cash,Monthly
433,29,Male,Laptop,Clothing,Rawalpindi,XL,Green,1,Yes,Express,No,Cash,Monthly
434,46,Male,Shirt,Clothing,Islamabad,M,Black,3,No,Express,Yes,Card,Yearly
435,56,Male,Shoes,Clothing,Faisalabad,M,Black,4,No,Standard,No,Online,Monthly
436,39,Female,Shoes,Accessories,Lahore,S,Blue,3,Yes,Standard,No,Cash,Yearly
437,23,Female,Phone,Clothing,Islamabad,M,Red,2,No,Express,Yes,Card,Yearly
438,36,Male,Shoes,Accessories,Faisalabad,S,Green,2,No,Express,Yes,Cash,Yearly
439,26,Male,Shirt,Electronics,Lahore,L,Blue,2,No,Standard,Yes,Cash,Monthly
440,31,Male,Shoes,Clothing,Faisalabad,M,Red,4,Yes,Express,Yes,Cash,Yearly
441,60,Female,Laptop,Electronics,Lahore,S,White,3,No,Express,No,Cash,Yearly
442,48,Male,Shoes,Accessories,Faisalabad,L,Blue,5,Yes,Standard,Yes,Card,Monthly
443,52,Male,Watch,Clothing,Rawalpindi,XL,Green,1,Yes,Standard,No,Card,Weekly
444,55,Male,Shoes,Electronics,Faisalabad,S,Red,3,Yes,Express,No,Online,Monthly
445,31,Male,Bag,Clothing,Karachi,M,Blue,1,Yes,Express,No,Card,Weekly
446,24,Male,Laptop,Clothing,Lahore,S,Red,1,Yes,Standard,No,Online,Yearly
447,45,Female,Bag,Clothing,Lahore,XL,Green,4,Yes,Express,No,Cash,Weekly
448,43,Female,Bag,Accessories,Karachi,L,Green,3,No,Express,Yes,Cash,Monthly
449,22,Female,Bag,Accessories,Rawalpindi,L,Black,4,No,Standard,Yes,Online,Monthly
450,21,Male,Laptop,Electronics,Islamabad,XL,Blue,3,Yes,Express,No,Online,Weekly
451,41,Male,Shoes,Clothing,Faisalabad,XL,Black,5,Yes,Standard,No,Card,Weekly
452,31,Female,Watch,Accessories,Rawalpindi,S,Blue,1,No,Express,Yes,Online,Yearly
453,39,Male,Shoes,Clothing,Islamabad,XL,Blue,1,Yes,Standard,Yes,Card,Yearly
454,42,Female,Headphones,Electronics,Lahore,L,Blue,2,Yes,Express,No,Card,Monthly
455,34,Male,Shirt,Clothing,Islamabad,M,Red,2,Yes,Express,Yes,Card,Yearly
456,32,Female,Phone,Accessories,Karachi,S,Blue,5,Yes,Standard,No,Card,Weekly
457,49,Male,Headphones,Electronics,Faisalabad,M,Black,3,No,Standard,Yes,Cash,Weekly
458,22,Male,Bag,Clothing,Islamabad,M,Green,2,Yes,Standard,No,Card,Yearly
459,49,Female,Phone,Electronics,Rawalpindi,S,Green,1,No,Standard,Yes,Cash,Yearly
460,43,Female,Phone,Clothing,Faisalabad,L,Blue,4,No,Express,No,Card,Yearly
461,58,Male,Shoes,Clothing,Islamabad,XL,Green,3,No,Express,No,Online,Monthly
462,54,Female,Laptop,Electronics,Rawalpindi,M,Blue,2,Yes,Standard,No,Cash,Weekly
463,48,Male,Laptop,Accessories,Lahore,M,Red,1,Yes,Express,Yes,Cash,Weekly
464,44,Female,Bag,Accessories,Faisalabad,M,Blue,3,No,Standard,Yes,Card,Weekly
465,35,Male,Bag,Electronics,Lahore,M,White,4,No,Standard,Yes,Online,Monthly
466,27,Female,Shoes,Accessories,Rawalpindi,S,Red,3,Yes,Standard,Yes,Online,Monthly
467,49,Female,Bag,Accessories,Faisalabad,S,Black,3,No,Standard,Yes,Card,Yearly
468,37,Male,Bag,Clothing,Rawalpindi,S,Red,1,Yes,Express,No,Card,Yearly
469,41,Male,Shoes,Electronics,Faisalabad,L,Black,2,Yes,Standard,No,Cash,Yearly
470,39,Male,Shirt,Electronics,Rawalpindi,XL,White,4,No,Express,No,Cash,Yearly
471,51,Female,Watch,Electronics,Rawalpindi,XL,Blue,4,No,Express,Yes,Online,Weekly
472,44,Female,Phone,Clothing,Islamabad,L,Blue,3,Yes,Standard,Yes,Online,Monthly
473,29,Male,Bag,Accessories,Rawalpindi,XL,White,2,No,Express,Yes,Online,Weekly
474,37,Male,Phone,Electronics,Faisalabad,L,Red,2,No,Standard,Yes,Online,Yearly
475,38,Male,Shoes,Accessories,Rawalpindi,XL,White,5,Yes,Express,Yes,Cash,Monthly
476,18,Male,Bag,Clothing,Lahore,S,White,5,Yes,Standard,No,Online,Weekly
477,43,Female,Shoes,Electronics,Islamabad,M,Black,3,No,Express,Yes,Card,Monthly
478,58,Male,Shoes,Accessories,Faisalabad,L,Red,1,No,Standard,Yes,Cash,Monthly
479,18,Female,Phone,Clothing,Karachi,L,Green,2,No,Standard,Yes,Card,Weekly
480,29,Female,Headphones,Electronics,Faisalabad,XL,Blue,4,No,Standard,No,Card,Weekly
481,58,Male,Watch,Clothing,Faisalabad,M,Green,4,No,Standard,Yes,Card,Yearly
482,40,Male,Bag,Electronics,Rawalpindi,M,Black,3,Yes,Standard,No,Cash,Weekly
483,53,Male,Headphones,Accessories,Karachi,S,Black,1,Yes,Standard,No,Cash,Yearly
484,42,Female,Bag,Accessories,Faisalabad,M,Green,1,No,Express,No,Online,Monthly
485,60,Female,Watch,Clothing,Karachi,S,Green,5,No,Express,Yes,Online,Yearly
486,36,Male,Phone,Accessories,Islamabad,XL,Green,3,Yes,Standard,No,Online,Monthly
487,31,Female,Shoes,Clothing,Faisalabad,L,Blue,2,No,Express,No,Card,Weekly
488,40,Male,Bag,Clothing,Rawalpindi,XL,Blue,2,Yes,Express,Yes,Card,Weekly
489,41,Female,Bag,Clothing,Faisalabad,XL,Black,2,No,Express,No,Online,Yearly
490,39,Male,Laptop,Clothing,Rawalpindi,XL,Red,1,Yes,Standard,No,Cash,Weekly
491,22,Male,Bag,Accessories,Lahore,S,Red,1,No,Standard,No,Card,Weekly
492,58,Male,Bag,Accessories,Islamabad,L,Black,1,Yes,Standard,Yes,Online,Monthly
493,30,Male,Laptop,Electronics,Karachi,M,Blue,2,No,Express,Yes,Cash,Weekly
494,23,Male,Phone,Accessories,Lahore,L,Blue,1,No,Express,No,Card,Yearly
495,29,Female,Shirt,Electronics,Rawalpindi,L,Green,2,No,Express,No,Online,Monthly
496,31,Male,Phone,Electronics,Rawalpindi,S,White,4,Yes,Express,No,Online,Yearly
497,43,Female,Headphones,Electronics,Rawalpindi,M,Green,4,Yes,Standard,No,Card,Monthly
498,25,Male,Watch,Accessories,Islamabad,M,White,3,No,Standard,No,Cash,Weekly
499,33,Male,Headphones,Clothing,Lahore,L,Red,5,No,Standard,Yes,Card,Yearly
500,20,Male,Laptop,Clothing,Islamabad,M,Green,1,No,Standard,Yes,Card,Weekly
501,28,Male,Headphones,Accessories,Rawalpindi,M,Black,3,Yes,Standard,No,Card,Yearly
502,52,Female,Headphones,Electronics,Lahore,M,Green,5,Yes,Express,Yes,Cash,Monthly
503,50,Female,Bag,Clothing,Karachi,S,White,2,Yes,Standard,No,Online,Monthly
504,46,Male,Laptop,Clothing,Lahore,M,White,3,Yes,Express,Yes,Cash,Monthly
505,36,Female,Watch,Accessories,Rawalpindi,XL,White,5,No,Standard,No,Card,Yearly
506,56,Male,Laptop,Electronics,Lahore,XL,Blue,3,No,Express,No,Card,Yearly
507,44,Female,Laptop,Accessories,Rawalpindi,M,White,4,Yes,Express,No,Card,Yearly
508,49,Male,Laptop,Clothing,Lahore,L,White,3,Yes,Standard,No,Cash,Weekly
509,46,Male,Laptop,Accessories,Karachi,XL,Black,3,No,Standard,Yes,Cash,Monthly
510,60,Male,Bag,Accessories,Rawalpindi,L,Blue,4,No,Standard,No,Online,Yearly
511,58,Female,Shoes,Clothing,Faisalabad,L,Red,5,No,Express,No,Card,Yearly
512,23,Female,Phone,Accessories,Faisalabad,XL,Red,2,Yes,Standard,Yes,Cash,Weekly
513,29,Male,Bag,Electronics,Faisalabad,M,White,2,Yes,Express,No,Online,Monthly
514,37,Female,Headphones,Accessories,Faisalabad,S,Blue,4,Yes,Express,No,Cash,Weekly
515,34,Female,Watch,Clothing,Islamabad,S,Red,4,Yes,Express,Yes,Card,Monthly
516,53,Female,Shoes,Clothing,Faisalabad,S,Green,4,Yes,Express,Yes,Cash,Monthly
517,18,Male,Headphones,Accessories,Rawalpindi,XL,White,1,No,Standard,No,Online,Monthly
518,44,Female,Phone,Accessories,Karachi,M,White,4,No,Express,Yes,Online,Weekly
519,43,Female,Phone,Accessories,Faisalabad,M,Blue,3,No,Express,No,Online,Monthly
520,56,Female,Shoes,Accessories,Rawalpindi,S,Blue,2,Yes,Standard,No,Card,Yearly
521,49,Male,Watch,Electronics,Lahore,S,Black,2,No,Standard,No,Online,Yearly
522,54,Female,Watch,Electronics,Lahore,M,Red,3,No,Standard,No,Cash,Yearly
523,57,Female,Shoes,Clothing,Islamabad,S,Red,2,No,Standard,Yes,Online,Yearly
524,19,Male,Headphones,Accessories,Karachi,M,Green,3,No,Standard,No,Card,Weekly
525,22,Male,Shoes,Clothing,Lahore,XL,Black,3,No,Standard,No,Card,Weekly
526,49,Male,Shirt,Clothing,Rawalpindi,M,White,5,No,Standard,Yes,Card,Weekly
527,30,Female,Bag,Accessories,Lahore,XL,Green,2,Yes,Express,No,Cash,Monthly
528,52,Male,Watch,Clothing,Faisalabad,S,White,2,Yes,Standard,Yes,Card,Yearly
529,57,Male,Bag,Electronics,Lahore,M,Black,2,No,Express,No,Online,Yearly
530,43,Male,Laptop,Clothing,Rawalpindi,XL,White,5,Yes,Standard,No,Online,Monthly
531,56,Male,Bag,Clothing,Lahore,M,Green,1,Yes,Standard,No,Cash,Monthly
532,41,Male,Phone,Electronics,Lahore,XL,Blue,5,Yes,Standard,No,Card,Yearly
533,49,Male,Shirt,Clothing,Rawalpindi,M,Green,1,Yes,Express,No,Cash,Weekly
534,52,Female,Laptop,Clothing,Faisalabad,M,Red,1,Yes,Standard,No,Online,Monthly
535,60,Female,Shoes,Clothing,Lahore,S,Blue,2,Yes,Standard,No,Online,Yearly
536,35,Male,Shirt,Accessories,Rawalpindi,S,Green,2,Yes,Standard,No,Card,Monthly
537,53,Male,Watch,Accessories,Islamabad,XL,Blue,1,No,Standard,Yes,Online,Monthly
538,35,Male,Bag,Clothing,Faisalabad,S,White,5,Yes,Express,No,Cash,Monthly
539,36,Male,Headphones,Clothing,Islamabad,S,Blue,1,Yes,Standard,Yes,Cash,Monthly
540,33,Female,Shoes,Clothing,Faisalabad,M,Green,2,No,Express,No,Online,Monthly
541,55,Male,Laptop,Accessories,Faisalabad,M,White,2,No,Express,Yes,Cash,Yearly
542,49,Female,Watch,Accessories,Faisalabad,S,Blue,5,Yes,Express,Yes,Cash,Weekly
543,26,Male,Headphones,Electronics,Karachi,M,Red,1,Yes,Standard,No,Online,Monthly
544,20,Male,Bag,Accessories,Faisalabad,M,Red,4,No,Standard,No,Card,Yearly
545,38,Female,Watch,Electronics,Rawalpindi,XL,Green,3,No,Express,No,Online,Monthly
546,26,Male,Laptop,Accessories,Karachi,XL,Red,5,No,Express,Yes,Card,Monthly
547,34,Male,Bag,Accessories,Islamabad,XL,Red,5,No,Express,No,Online,Yearly
548,57,Female,Laptop,Electronics,Islamabad,XL,White,1,No,Standard,No,Card,Monthly
549,60,Female,Bag,Electronics,Karachi,L,Blue,1,Yes,Standard,Yes,Cash,Yearly
550,27,Female,Headphones,Electronics,Rawalpindi,L,Red,5,Yes,Standard,No,Online,Yearly
551,23,Male,Shoes,Electronics,Faisalabad,S,Green,1,Yes,Standard,No,Online,Yearly
552,32,Female,Shoes,Clothing,Lahore,S,Black,1,Yes,Standard,Yes,Online,Weekly
553,50,Female,Phone,Electronics,Lahore,XL,Green,2,Yes,Express,No,Cash,Yearly
554,29,Male,Laptop,Clothing,Rawalpindi,L,Blue,3,Yes,Express,No,Online,Yearly
555,42,Male,Headphones,Electronics,Lahore,S,Red,4,No,Standard,Yes,Card,Monthly
556,59,Male,Bag,Electronics,Lahore,L,Green,5,Yes,Express,Yes,Cash,Monthly
557,46,Male,Shirt,Accessories,Faisalabad,XL,Red,3,No,Standard,Yes,Online,Yearly
558,22,Female,Headphones,Clothing,Islamabad,S,White,1,No,Express,No,Card,Monthly
559,22,Male,Bag,Accessories,Karachi,XL,Blue,3,Yes,Express,Yes,Cash,Weekly
560,43,Male,Bag,Electronics,Rawalpindi,XL,Black,4,Yes,Standard,Yes,Online,Yearly
561,38,Male,Shoes,Electronics,Islamabad,M,Green,3,Yes,Express,Yes,Cash,Monthly
562,60,Female,Headphones,Accessories,Islamabad,XL,Red,2,Yes,Standard,No,Online,Monthly
563,37,Male,Watch,Clothing,Lahore,L,Green,1,Yes,Standard,No,Cash,Yearly
564,24,Male,Laptop,Electronics,Lahore,M,Green,3,Yes,Standard,Yes,Online,Weekly
565,19,Male,Phone,Electronics,Karachi,M,Green,3,Yes,Standard,Yes,Online,Yearly
566,60,Female,Phone,Clothing,Islamabad,L,Red,3,Yes,Standard,Yes,Cash,Weekly
567,23,Female,Phone,Accessories,Faisalabad,XL,Red,5,No,Express,No,Online,Yearly
568,24,Male,Headphones,Electronics,Faisalabad,S,Red,2,No,Express,Yes,Online,Monthly
569,36,Female,Shirt,Accessories,Lahore,XL,Green,1,No,Standard,No,Card,Weekly
570,38,Male,Headphones,Accessories,Karachi,S,White,1,Yes,Express,Yes,Online,Yearly
571,23,Female,Laptop,Accessories,Rawalpindi,L,Black,1,No,Express,Yes,Cash,Yearly
572,22,Female,Shoes,Clothing,Karachi,S,Red,1,No,Express,Yes,Cash,Weekly
573,30,Female,Watch,Clothing,Rawalpindi,M,Red,1,No,Express,Yes,Card,Yearly
574,41,Male,Laptop,Clothing,Faisalabad,L,Green,5,Yes,Express,No,Card,Monthly
575,20,Female,Shoes,Clothing,Karachi,M,Green,5,Yes,Express,Yes,Online,Yearly
576,43,Male,Phone,Clothing,Islamabad,XL,White,2,Yes,Standard,Yes,Cash,Monthly
577,28,Male,Shoes,Electronics,Rawalpindi,XL,Red,4,No,Express,No,Online,Yearly
578,22,Male,Laptop,Electronics,Islamabad,XL,Black,2,Yes,Standard,No,Card,Monthly
579,54,Female,Headphones,Accessories,Lahore,L,Green,5,No,Standard,Yes,Card,Yearly
